Sale_ID,Sale_Date,Region,State,Product_Category,Product_Subcategory,Product_Name,Quantity,Unit_Price,Total_Sales,Discount_Percentage,Profit,Season,Festival,Payment_Mode
5818,2024-02-08,Central,Madhya Pradesh,Clothing,Women's Wear,Basic Women's Wear,3,1183,3549,0,647,Winter,None,Net Banking
5819,2024-03-25,South,Karnataka,Groceries,Spices,Premium Spices,4,301,963.2,20,200.63,Summer,None,Cash
5820,2024-06-04,East,Odisha,Furniture,Chair,Premium Chair,3,28875,77962.5,10,13073.42,Monsoon,None,Credit Card
5821,2024-09-07,South,Telangana,Groceries,Cereals,Premium Cereals,4,750,3000,0,347.55,Festive,Onam,Cash
5822,2024-02-25,South,Telangana,Home Appliances,Washing Machines,Basic Washing Machines,2,33507,56961.9,15,4680.69,Winter,Pongal,Debit Card
5823,2024-08-13,South,Tamil Nadu,Electronics,Earphones,Standard Earphones,1,69637,59191.45,15,11116.68,Monsoon,None,UPI
5824,2024-07-07,South,Tamil Nadu,Groceries,Cereals,Standard Cereals,3,861,2453.85,5,599.92,Monsoon,None,Credit Card
5825,2024-10-14,North,Haryana,Furniture,Sofa,Standard Sofa,5,26270,118215,10,7646.45,Festive,Holi,Debit Card
5826,2024-10-05,West,Maharashtra,Electronics,Earphones,Premium Earphones,1,38752,38752,0,7711.34,Festive,Ganesh Chaturthi,Credit Card
5827,2024-09-15,North,Haryana,Groceries,Beverages,Basic Beverages,3,429,1158.3,10,190.66,Festive,Holi,Credit Card
5828,2024-09-03,Central,Madhya Pradesh,Electronics,Laptops,Standard Laptops,5,43025,172100,20,29562.31,Festive,Diwali,Net Banking
5829,2024-06-13,Central,Chhattisgarh,Furniture,Dining Table,Basic Dining Table,1,19856,17870.4,10,2734.88,Monsoon,None,Cash
5830,2024-08-28,North,Uttar Pradesh,Home Appliances,Refrigerators,Basic Refrigerators,4,33971,122295.6,10,28923.1,Monsoon,None,UPI
5831,2024-05-28,East,Assam,Clothing,Women's Wear,Premium Women's Wear,5,2270,11350,0,1302.23,Summer,None,Cash
5832,2024-12-25,North,Haryana,Clothing,Women's Wear,Basic Women's Wear,3,2573,6947.1,10,605.79,Winter,None,Cash
5833,2024-03-17,North,Delhi,Clothing,Men's Wear,Premium Men's Wear,4,2180,8284,5,1945.52,Summer,None,Net Banking
5834,2024-05-09,South,Tamil Nadu,Home Appliances,Refrigerators,Standard Refrigerators,1,5708,4851.8,15,290.23,Summer,None,Credit Card
5835,2024-06-11,South,Tamil Nadu,Furniture,Sofa,Standard Sofa,2,29200,49640,15,10473.73,Monsoon,None,Credit Card
5836,2024-02-18,North,Punjab,Home Appliances,Microwave Ovens,Standard Microwave Ovens,5,4129,20645,0,4733.3,Winter,None,Credit Card
5837,2024-03-12,Central,Madhya Pradesh,Clothing,Kids Wear,Basic Kids Wear,2,772,1466.8,5,104.24,Summer,None,Debit Card
5838,2024-12-03,East,West Bengal,Furniture,Bed,Premium Bed,2,46529,93058,0,6799.4,Winter,None,Cash
5839,2024-05-10,North,Haryana,Furniture,Bed,Basic Bed,3,24139,57933.6,20,4934.16,Summer,None,UPI
5840,2024-09-30,West,Maharashtra,Electronics,Laptops,Basic Laptops,3,7609,22827,0,2740.85,Festive,Diwali,UPI
5841,2024-04-09,North,Haryana,Electronics,Mobile Phones,Premium Mobile Phones,2,14225,25605,10,2931.44,Summer,None,UPI
5842,2024-10-06,South,Tamil Nadu,Furniture,Chair,Standard Chair,3,41187,123561,0,19835.45,Festive,Onam,Net Banking
5843,2024-08-25,West,Gujarat,Furniture,Sofa,Premium Sofa,3,6287,17917.95,5,3295.49,Monsoon,None,UPI
5844,2024-04-01,North,Punjab,Electronics,Laptops,Premium Laptops,4,35446,127605.6,10,23696.15,Summer,None,Debit Card
5845,2024-11-02,West,Gujarat,Clothing,Men's Wear,Premium Men's Wear,5,2063,8767.75,15,972.5,Festive,Diwali,UPI
5846,2024-10-11,North,Delhi,Furniture,Dining Table,Basic Dining Table,1,31377,26670.45,15,6489.08,Festive,Diwali,Credit Card
5847,2024-09-29,West,Maharashtra,Electronics,Smart TVs,Standard Smart TVs,2,24261,41243.7,15,3386.06,Festive,Ganesh Chaturthi,UPI
5848,2024-07-28,Central,Madhya Pradesh,Home Appliances,Refrigerators,Standard Refrigerators,2,15271,24433.6,20,4570.1,Monsoon,None,Cash
5849,2024-10-29,South,Telangana,Groceries,Snacks,Standard Snacks,1,740,740,0,122.3,Festive,Onam,Cash
5850,2024-08-19,South,Karnataka,Clothing,Women's Wear,Basic Women's Wear,4,860,3440,0,275.37,Monsoon,None,Credit Card
5851,2024-08-30,West,Maharashtra,Electronics,Earphones,Basic Earphones,5,49744,236284,5,31771.84,Monsoon,None,Cash
5852,2024-06-17,Central,Madhya Pradesh,Clothing,Men's Wear,Standard Men's Wear,2,2418,4836,0,510.63,Monsoon,None,UPI
5853,2024-09-01,South,Kerala,Groceries,Snacks,Premium Snacks,2,759,1442.1,5,180.32,Festive,Diwali,Cash
5854,2024-09-09,Central,Madhya Pradesh,Furniture,Dining Table,Basic Dining Table,4,40064,144230.4,10,29446.4,Festive,Diwali,Credit Card
5855,2024-08-09,North,Delhi,Furniture,Bed,Basic Bed,4,47555,190220,0,37436.39,Monsoon,None,Net Banking
5856,2024-07-20,South,Kerala,Home Appliances,Refrigerators,Standard Refrigerators,4,4991,19964,0,3575.02,Monsoon,None,Cash
5857,2024-10-05,East,Assam,Groceries,Spices,Basic Spices,2,620,1116,10,77.54,Festive,Diwali,Net Banking
5858,2024-01-31,East,Odisha,Electronics,Mobile Phones,Standard Mobile Phones,2,20882,35499.4,15,5073.76,Winter,None,Net Banking
5859,2024-02-14,Central,Madhya Pradesh,Groceries,Cereals,Basic Cereals,4,293,1113.4,5,246.01,Winter,None,Cash
5860,2024-08-07,North,Delhi,Home Appliances,Refrigerators,Basic Refrigerators,3,13071,39213,0,3420.42,Monsoon,None,UPI
5861,2024-06-18,West,Rajasthan,Home Appliances,Washing Machines,Standard Washing Machines,4,8255,28067,15,2250.75,Monsoon,None,Credit Card
5862,2024-10-16,North,Punjab,Home Appliances,Refrigerators,Basic Refrigerators,4,25823,92962.8,10,17154.06,Festive,Lohri,Cash
5863,2024-04-08,East,Odisha,Home Appliances,Refrigerators,Basic Refrigerators,5,3090,12360,20,2063.57,Summer,None,UPI
5864,2024-12-07,Central,Chhattisgarh,Home Appliances,Refrigerators,Basic Refrigerators,1,16318,16318,0,2454.87,Winter,None,UPI
5865,2024-10-12,Central,Madhya Pradesh,Home Appliances,Washing Machines,Premium Washing Machines,5,31866,143397,10,31483.67,Festive,Diwali,Credit Card
5866,2024-09-16,South,Karnataka,Clothing,Men's Wear,Standard Men's Wear,5,1697,7636.5,10,967.47,Festive,Pongal,Cash
5867,2024-04-09,Central,Chhattisgarh,Groceries,Cereals,Premium Cereals,4,414,1656,0,364.85,Summer,None,Net Banking
5868,2024-07-23,North,Haryana,Electronics,Earphones,Premium Earphones,3,53227,151696.95,5,9608.07,Monsoon,None,Net Banking
5869,2024-01-29,West,Maharashtra,Home Appliances,Microwave Ovens,Premium Microwave Ovens,1,15267,13740.3,10,1159.12,Winter,None,Cash
5870,2024-09-24,South,Telangana,Groceries,Cereals,Premium Cereals,5,247,1049.75,15,261.75,Festive,Pongal,Debit Card
5871,2024-07-01,South,Karnataka,Home Appliances,Microwave Ovens,Standard Microwave Ovens,5,22970,109107.5,5,18765.58,Monsoon,None,UPI
5872,2024-04-24,West,Gujarat,Groceries,Beverages,Standard Beverages,5,149,745,0,119.28,Summer,None,UPI
5873,2024-01-13,South,Telangana,Home Appliances,Microwave Ovens,Basic Microwave Ovens,5,4161,20805,0,2719.44,Winter,Pongal,Cash
5874,2024-01-30,South,Karnataka,Home Appliances,Microwave Ovens,Standard Microwave Ovens,2,3142,5655.6,10,1365.68,Winter,Pongal,UPI
5875,2024-10-02,West,Gujarat,Electronics,Smart TVs,Standard Smart TVs,1,30898,29353.1,5,2077.13,Festive,Diwali,UPI
5876,2024-10-05,West,Gujarat,Groceries,Cereals,Premium Cereals,1,922,875.9,5,59.87,Festive,Diwali,Debit Card
5877,2024-08-09,North,Delhi,Electronics,Mobile Phones,Standard Mobile Phones,5,39312,176904,10,28003.89,Monsoon,None,Debit Card
5878,2024-11-24,West,Maharashtra,Electronics,Laptops,Basic Laptops,2,32419,61596.1,5,10136.31,Festive,Ganesh Chaturthi,Cash
5879,2024-08-31,Central,Chhattisgarh,Groceries,Snacks,Standard Snacks,2,871,1567.8,10,156.47,Monsoon,None,Cash
5880,2024-10-18,East,Odisha,Groceries,Beverages,Basic Beverages,5,254,1143,10,270.74,Festive,Diwali,Net Banking
5881,2024-12-01,Central,Madhya Pradesh,Home Appliances,Microwave Ovens,Premium Microwave Ovens,4,12054,48216,0,10928.99,Winter,None,Credit Card
5882,2024-09-13,Central,Chhattisgarh,Home Appliances,Microwave Ovens,Standard Microwave Ovens,2,35972,64749.6,10,15304.58,Festive,Diwali,UPI
5883,2024-04-06,North,Haryana,Groceries,Cereals,Standard Cereals,3,104,296.4,5,66.04,Summer,None,Debit Card
5884,2024-12-24,West,Rajasthan,Groceries,Snacks,Standard Snacks,1,978,831.3,15,188.26,Winter,None,Net Banking
5885,2024-07-04,South,Kerala,Home Appliances,Washing Machines,Premium Washing Machines,4,39380,157520,0,21126.25,Monsoon,None,Cash
5886,2024-10-31,South,Tamil Nadu,Electronics,Smart TVs,Standard Smart TVs,1,14358,13640.1,5,1351.57,Festive,Diwali,Debit Card
5887,2024-01-27,West,Gujarat,Clothing,Kids Wear,Basic Kids Wear,1,2016,1814.4,10,426.53,Winter,None,Net Banking
5888,2024-06-23,West,Gujarat,Electronics,Mobile Phones,Standard Mobile Phones,2,67512,128272.8,5,25275.25,Monsoon,None,Net Banking
5889,2024-08-17,East,Odisha,Groceries,Spices,Standard Spices,4,308,1232,0,276.27,Monsoon,None,Credit Card
5890,2024-08-10,Central,Chhattisgarh,Home Appliances,Refrigerators,Premium Refrigerators,5,26792,127262,5,15682.63,Monsoon,None,Net Banking
5891,2024-10-08,Central,Chhattisgarh,Electronics,Mobile Phones,Standard Mobile Phones,1,48013,38410.4,20,8569.42,Festive,Navratri,Cash
5892,2024-05-31,East,Odisha,Clothing,Women's Wear,Premium Women's Wear,4,1259,5036,0,1120.45,Summer,None,UPI
5893,2024-09-24,Central,Madhya Pradesh,Groceries,Spices,Standard Spices,2,892,1784,0,328.55,Festive,Navratri,UPI
5894,2024-04-05,West,Maharashtra,Home Appliances,Washing Machines,Basic Washing Machines,3,27812,83436,0,4911.02,Summer,None,Debit Card
5895,2024-08-11,South,Kerala,Home Appliances,Refrigerators,Premium Refrigerators,3,30084,90252,0,4587.82,Monsoon,None,Debit Card
5896,2024-03-18,North,Haryana,Furniture,Chair,Basic Chair,2,20847,35439.9,15,3140.62,Summer,None,Credit Card
5897,2024-05-28,East,Assam,Home Appliances,Microwave Ovens,Premium Microwave Ovens,2,25053,47600.7,5,8443.77,Summer,None,Credit Card
5898,2024-12-21,East,West Bengal,Clothing,Kids Wear,Premium Kids Wear,3,996,2689.2,10,440.49,Winter,None,UPI
5899,2024-11-20,East,Odisha,Electronics,Smart TVs,Basic Smart TVs,4,58385,221863,5,33386.92,Festive,Diwali,Debit Card
5900,2024-04-16,East,Assam,Furniture,Sofa,Premium Sofa,1,46390,41751,10,9685.46,Summer,None,Net Banking
5901,2024-09-30,West,Rajasthan,Clothing,Kids Wear,Premium Kids Wear,3,2132,5756.4,10,705.39,Festive,Ganesh Chaturthi,Credit Card
5902,2024-01-14,South,Telangana,Electronics,Smart TVs,Basic Smart TVs,2,7414,14828,0,3114.49,Winter,Pongal,Debit Card
5903,2024-10-19,West,Maharashtra,Groceries,Snacks,Standard Snacks,2,827,1405.9,15,197.27,Festive,Ganesh Chaturthi,Credit Card
5904,2024-12-14,East,West Bengal,Home Appliances,Washing Machines,Basic Washing Machines,1,18560,18560,0,1408.69,Winter,None,UPI
5905,2024-07-19,North,Punjab,Furniture,Sofa,Standard Sofa,4,44767,170114.6,5,10915.37,Monsoon,None,Cash
5906,2024-07-16,East,Assam,Furniture,Sofa,Standard Sofa,1,15840,15840,0,3094.85,Monsoon,None,Net Banking
5907,2024-02-19,North,Uttar Pradesh,Groceries,Snacks,Premium Snacks,1,745,745,0,129.25,Winter,None,Cash
5908,2024-03-06,West,Gujarat,Groceries,Beverages,Basic Beverages,3,530,1431,10,128.24,Summer,None,Credit Card
5909,2024-01-21,West,Maharashtra,Electronics,Laptops,Standard Laptops,2,29560,53208,10,9565.58,Winter,None,Credit Card
5910,2024-05-15,South,Karnataka,Groceries,Beverages,Standard Beverages,4,649,2466.2,5,131.22,Summer,None,Net Banking
5911,2024-01-05,Central,Madhya Pradesh,Furniture,Bed,Premium Bed,4,9868,35524.8,10,4576.55,Winter,None,Credit Card
5912,2024-09-15,West,Gujarat,Furniture,Dining Table,Standard Dining Table,5,28404,127818,10,9459.3,Festive,Ganesh Chaturthi,Cash
5913,2024-09-16,North,Punjab,Furniture,Bed,Premium Bed,3,21084,60089.4,5,9997.64,Festive,Holi,Cash
5914,2024-09-29,South,Telangana,Home Appliances,Refrigerators,Premium Refrigerators,2,11818,23636,0,1750.53,Festive,Diwali,Debit Card
5915,2024-05-18,East,Odisha,Groceries,Cereals,Premium Cereals,5,522,2218.5,15,452.23,Summer,None,UPI
5916,2024-11-21,South,Telangana,Electronics,Mobile Phones,Standard Mobile Phones,2,67447,134894,0,30318.4,Festive,Onam,Debit Card
5917,2024-09-22,West,Gujarat,Home Appliances,Microwave Ovens,Basic Microwave Ovens,2,11287,21445.3,5,3225.41,Festive,Ganesh Chaturthi,Cash
5918,2024-06-09,Central,Chhattisgarh,Groceries,Beverages,Premium Beverages,5,458,2290,0,524.5,Monsoon,None,Credit Card
5919,2024-04-14,East,Assam,Clothing,Women's Wear,Premium Women's Wear,2,2959,5622.1,5,662.17,Summer,None,Net Banking
5920,2024-04-25,South,Karnataka,Clothing,Kids Wear,Basic Kids Wear,1,972,874.8,10,166.97,Summer,None,UPI
5921,2024-12-21,South,Telangana,Electronics,Mobile Phones,Basic Mobile Phones,1,54033,48629.7,10,11545.23,Winter,Pongal,Credit Card
5922,2024-08-15,East,West Bengal,Home Appliances,Washing Machines,Premium Washing Machines,5,23536,111796,5,14854.16,Monsoon,None,Debit Card
5923,2024-09-30,East,Odisha,Furniture,Bed,Premium Bed,3,23805,64273.5,10,10458.58,Festive,Diwali,Net Banking
5924,2024-10-20,North,Uttar Pradesh,Electronics,Smart TVs,Premium Smart TVs,1,27538,26161.1,5,6502.82,Festive,Holi,Net Banking
5925,2024-12-16,West,Gujarat,Electronics,Smart TVs,Premium Smart TVs,1,50564,50564,0,10128.17,Winter,None,Credit Card
5926,2024-09-12,Central,Chhattisgarh,Home Appliances,Microwave Ovens,Basic Microwave Ovens,5,29592,147960,0,18593.01,Festive,Navratri,Credit Card
5927,2024-01-18,East,West Bengal,Home Appliances,Refrigerators,Standard Refrigerators,1,25468,24194.6,5,4135.6,Winter,None,Net Banking
5928,2024-08-29,Central,Chhattisgarh,Home Appliances,Washing Machines,Basic Washing Machines,2,37229,74458,0,9676.13,Monsoon,None,Cash
5929,2024-12-24,Central,Madhya Pradesh,Home Appliances,Refrigerators,Standard Refrigerators,4,28981,115924,0,13363.88,Winter,None,Debit Card
5930,2024-03-23,North,Uttar Pradesh,Groceries,Cereals,Basic Cereals,4,811,3244,0,498.93,Summer,None,Credit Card
5931,2024-05-17,East,Odisha,Home Appliances,Refrigerators,Premium Refrigerators,1,37189,37189,0,4821.19,Summer,None,Cash
5932,2024-04-24,South,Tamil Nadu,Clothing,Kids Wear,Standard Kids Wear,3,2336,5606.4,20,1331.75,Summer,None,Credit Card
5933,2024-07-15,South,Tamil Nadu,Furniture,Bed,Standard Bed,2,24343,43817.4,10,3799.26,Monsoon,None,Debit Card
5934,2024-08-18,Central,Chhattisgarh,Furniture,Bed,Premium Bed,4,48053,192212,0,28693.38,Monsoon,None,UPI
5935,2024-05-31,West,Maharashtra,Furniture,Bed,Standard Bed,2,7325,13917.5,5,2515.19,Summer,None,Credit Card
5936,2024-05-01,North,Delhi,Clothing,Kids Wear,Standard Kids Wear,4,2547,9678.6,5,1514.67,Summer,None,UPI
5937,2024-04-03,West,Rajasthan,Furniture,Chair,Standard Chair,2,12995,25990,0,2208.49,Summer,None,Net Banking
5938,2024-11-07,Central,Chhattisgarh,Home Appliances,Washing Machines,Basic Washing Machines,1,19418,18447.1,5,3470.99,Festive,Navratri,Credit Card
5939,2024-06-14,East,Odisha,Furniture,Bed,Standard Bed,5,32718,155410.5,5,29284.58,Monsoon,None,Credit Card
5940,2024-06-21,Central,Madhya Pradesh,Electronics,Mobile Phones,Premium Mobile Phones,4,55093,198334.8,10,41462.41,Monsoon,None,Net Banking
5941,2024-09-09,East,West Bengal,Electronics,Laptops,Basic Laptops,3,58287,157374.9,10,19436.46,Festive,Durga Puja,UPI
5942,2024-03-30,South,Tamil Nadu,Clothing,Men's Wear,Standard Men's Wear,5,1805,8122.5,10,506.87,Summer,None,Debit Card
5943,2024-03-14,West,Gujarat,Electronics,Laptops,Standard Laptops,1,68372,68372,0,12739.39,Summer,None,Debit Card
5944,2024-10-03,West,Maharashtra,Clothing,Women's Wear,Basic Women's Wear,1,2540,2159,15,189.32,Festive,Ganesh Chaturthi,Net Banking
5945,2024-03-06,Central,Madhya Pradesh,Home Appliances,Washing Machines,Premium Washing Machines,2,34179,68358,0,16494.46,Summer,None,Net Banking
5946,2024-06-16,West,Rajasthan,Furniture,Bed,Standard Bed,2,7919,14254.2,10,2288.19,Monsoon,None,UPI
5947,2024-11-08,North,Punjab,Electronics,Mobile Phones,Standard Mobile Phones,5,52995,264975,0,52608.6,Festive,Holi,Credit Card
5948,2024-12-11,South,Tamil Nadu,Groceries,Cereals,Standard Cereals,2,895,1432,20,105.63,Winter,Pongal,UPI
5949,2024-10-16,South,Telangana,Clothing,Women's Wear,Standard Women's Wear,1,2602,2471.9,5,439.12,Festive,Pongal,Debit Card
5950,2024-02-01,South,Karnataka,Groceries,Spices,Premium Spices,2,494,988,0,135.83,Winter,Pongal,Cash
5951,2024-12-15,North,Delhi,Groceries,Spices,Premium Spices,4,262,995.6,5,161.13,Winter,None,Credit Card
5952,2024-09-29,South,Tamil Nadu,Electronics,Mobile Phones,Premium Mobile Phones,5,65952,296784,10,65648.74,Festive,Pongal,UPI
5953,2024-11-24,Central,Madhya Pradesh,Groceries,Cereals,Standard Cereals,3,305,915,0,68.52,Festive,Diwali,Debit Card
5954,2024-11-23,North,Uttar Pradesh,Clothing,Kids Wear,Standard Kids Wear,4,2189,8756,0,1426.15,Festive,Holi,Cash
5955,2024-02-16,North,Haryana,Clothing,Men's Wear,Standard Men's Wear,5,1426,7130,0,1014.94,Winter,None,Debit Card
5956,2024-09-21,East,Odisha,Groceries,Spices,Standard Spices,4,621,2359.8,5,250.66,Festive,Diwali,UPI
5957,2024-12-05,East,Odisha,Home Appliances,Refrigerators,Premium Refrigerators,4,17732,70928,0,7289.88,Winter,None,Cash
5958,2024-03-17,North,Punjab,Furniture,Sofa,Basic Sofa,3,32779,88503.3,10,14872.4,Summer,None,Debit Card
5959,2024-04-23,Central,Madhya Pradesh,Clothing,Men's Wear,Basic Men's Wear,5,1498,6741,10,403.96,Summer,None,Net Banking
5960,2024-10-22,West,Maharashtra,Home Appliances,Washing Machines,Premium Washing Machines,1,23355,21019.5,10,4191.77,Festive,Ganesh Chaturthi,Net Banking
5961,2024-10-04,South,Telangana,Furniture,Sofa,Premium Sofa,1,19911,17919.9,10,3826.19,Festive,Diwali,Credit Card
5962,2024-06-11,North,Haryana,Groceries,Spices,Standard Spices,1,328,328,0,46.43,Monsoon,None,Credit Card
5963,2024-02-17,Central,Madhya Pradesh,Furniture,Dining Table,Premium Dining Table,3,43776,131328,0,12960.17,Winter,None,Debit Card
5964,2024-12-24,North,Uttar Pradesh,Clothing,Men's Wear,Standard Men's Wear,1,2723,2723,0,609.07,Winter,None,Debit Card
5965,2024-01-17,West,Maharashtra,Furniture,Dining Table,Standard Dining Table,5,41303,175537.75,15,13274.14,Winter,None,Net Banking
5966,2024-07-19,Central,Chhattisgarh,Clothing,Women's Wear,Basic Women's Wear,5,2320,11600,0,1625.27,Monsoon,None,Debit Card
5967,2024-01-22,Central,Madhya Pradesh,Furniture,Sofa,Basic Sofa,3,49876,142146.6,5,27681.4,Winter,None,Debit Card
5968,2024-03-25,Central,Madhya Pradesh,Electronics,Smart TVs,Basic Smart TVs,1,12193,12193,0,769.28,Summer,None,Cash
5969,2024-08-13,South,Kerala,Electronics,Earphones,Basic Earphones,2,5602,10083.6,10,1010.95,Monsoon,None,Cash
5970,2024-03-05,East,Odisha,Clothing,Men's Wear,Basic Men's Wear,3,1635,4659.75,5,654.16,Summer,None,Debit Card
5971,2024-04-27,South,Telangana,Home Appliances,Microwave Ovens,Basic Microwave Ovens,3,27013,72935.1,10,7313.53,Summer,None,UPI
5972,2024-05-28,North,Delhi,Groceries,Beverages,Basic Beverages,2,588,1117.2,5,111.79,Summer,None,UPI
5973,2024-08-15,East,West Bengal,Home Appliances,Washing Machines,Standard Washing Machines,1,29603,29603,0,1584.48,Monsoon,None,Credit Card
5974,2024-11-25,East,West Bengal,Furniture,Bed,Premium Bed,3,5899,15042.45,15,1619.59,Festive,Durga Puja,UPI
5975,2024-03-08,East,West Bengal,Furniture,Dining Table,Basic Dining Table,1,44088,44088,0,10421.2,Summer,None,Debit Card
5976,2024-12-13,North,Uttar Pradesh,Furniture,Chair,Standard Chair,1,22295,20065.5,10,4143.03,Winter,None,Cash
5977,2024-07-22,South,Telangana,Clothing,Men's Wear,Basic Men's Wear,4,1971,7489.8,5,456.89,Monsoon,None,Credit Card
5978,2024-12-14,North,Punjab,Home Appliances,Washing Machines,Standard Washing Machines,3,12002,32405.4,10,5905.57,Winter,None,Credit Card
5979,2024-05-12,North,Haryana,Furniture,Dining Table,Basic Dining Table,1,43356,39020.4,10,9257.34,Summer,None,UPI
5980,2024-08-14,East,West Bengal,Groceries,Beverages,Premium Beverages,3,577,1731,0,286.92,Monsoon,None,UPI
5981,2024-01-12,South,Telangana,Home Appliances,Refrigerators,Standard Refrigerators,4,13152,42086.4,20,8760.63,Winter,Pongal,Cash
5982,2024-11-13,West,Gujarat,Clothing,Women's Wear,Basic Women's Wear,4,1051,4204,0,551.91,Festive,Diwali,Net Banking
5983,2024-01-26,East,Odisha,Clothing,Men's Wear,Standard Men's Wear,1,2700,2565,5,208.25,Winter,None,UPI
5984,2024-12-06,West,Gujarat,Clothing,Women's Wear,Basic Women's Wear,5,2642,13210,0,1068.99,Winter,None,UPI
5985,2024-06-20,West,Rajasthan,Home Appliances,Washing Machines,Premium Washing Machines,2,12568,20108.8,20,4925.23,Monsoon,None,UPI
5986,2024-03-31,West,Maharashtra,Furniture,Sofa,Standard Sofa,1,13383,13383,0,683.41,Summer,None,Net Banking
5987,2024-06-05,West,Gujarat,Furniture,Dining Table,Premium Dining Table,5,12669,57010.5,10,4831.67,Monsoon,None,Cash
5988,2024-08-12,South,Karnataka,Furniture,Chair,Premium Chair,5,42373,211865,0,21266.5,Monsoon,None,Cash
5989,2024-07-19,South,Kerala,Clothing,Women's Wear,Standard Women's Wear,3,1421,3623.55,15,814.49,Monsoon,None,Debit Card
5990,2024-05-11,West,Gujarat,Furniture,Sofa,Standard Sofa,1,49330,44397,10,9844.38,Summer,None,Credit Card
5991,2024-12-02,East,Assam,Clothing,Men's Wear,Standard Men's Wear,3,732,2196,0,267.2,Winter,None,UPI
5992,2024-05-30,Central,Chhattisgarh,Groceries,Beverages,Premium Beverages,2,956,1625.2,15,90.43,Summer,None,UPI
5993,2024-10-26,East,Assam,Clothing,Women's Wear,Basic Women's Wear,5,1110,4717.5,15,557.69,Festive,Durga Puja,Debit Card
5994,2024-10-11,North,Uttar Pradesh,Home Appliances,Washing Machines,Basic Washing Machines,2,30842,55515.6,10,5489.97,Festive,Holi,Debit Card
5995,2024-10-26,East,West Bengal,Electronics,Laptops,Basic Laptops,1,12022,12022,0,1199.05,Festive,Durga Puja,Debit Card
5996,2024-11-06,North,Punjab,Home Appliances,Washing Machines,Standard Washing Machines,2,35090,66671,5,15292.51,Festive,Lohri,UPI
5997,2024-06-19,West,Maharashtra,Electronics,Smart TVs,Premium Smart TVs,4,43013,146244.2,15,11456.69,Monsoon,None,Cash
5998,2024-06-06,Central,Chhattisgarh,Groceries,Snacks,Basic Snacks,4,881,3171.6,10,307.18,Monsoon,None,Debit Card
5999,2024-09-08,Central,Chhattisgarh,Furniture,Sofa,Standard Sofa,2,47972,76755.2,20,18613.68,Festive,Diwali,Net Banking
6000,2024-09-10,West,Gujarat,Groceries,Spices,Basic Spices,2,170,340,0,82.93,Festive,Diwali,Debit Card
6001,2024-04-04,West,Maharashtra,Home Appliances,Microwave Ovens,Standard Microwave Ovens,1,39999,37999.05,5,4159.93,Summer,None,Credit Card
6002,2024-08-16,West,Maharashtra,Clothing,Kids Wear,Basic Kids Wear,2,1173,2111.4,10,509.96,Monsoon,None,Debit Card
6003,2024-01-13,West,Rajasthan,Furniture,Chair,Basic Chair,4,35930,143720,0,15562.06,Winter,None,Net Banking
6004,2024-08-01,West,Maharashtra,Furniture,Chair,Basic Chair,2,43416,82490.4,5,7423.83,Monsoon,None,UPI
6005,2024-12-20,North,Uttar Pradesh,Clothing,Kids Wear,Basic Kids Wear,5,1134,5103,10,1177.36,Winter,None,UPI
6006,2024-03-13,Central,Chhattisgarh,Electronics,Smart TVs,Premium Smart TVs,2,43246,73518.2,15,17221.88,Summer,None,UPI
6007,2024-06-18,North,Delhi,Electronics,Laptops,Premium Laptops,1,39699,39699,0,3662.07,Monsoon,None,Debit Card
6008,2024-06-15,East,Odisha,Home Appliances,Refrigerators,Basic Refrigerators,3,22902,54964.8,20,5845.15,Monsoon,None,Net Banking
6009,2024-03-09,South,Kerala,Groceries,Beverages,Standard Beverages,1,107,107,0,6.91,Summer,None,Cash
6010,2024-05-18,East,West Bengal,Furniture,Sofa,Basic Sofa,5,21617,86468,20,13807.71,Summer,None,UPI
6011,2024-04-14,West,Maharashtra,Groceries,Spices,Basic Spices,1,621,621,0,66.25,Summer,None,Credit Card
6012,2024-10-26,North,Delhi,Groceries,Cereals,Standard Cereals,4,244,927.2,5,172.94,Festive,Diwali,Debit Card
6013,2024-07-23,South,Tamil Nadu,Clothing,Kids Wear,Standard Kids Wear,3,2419,6168.45,15,604.01,Monsoon,None,Cash
6014,2024-06-01,East,Assam,Clothing,Kids Wear,Premium Kids Wear,1,1060,954,10,163.16,Monsoon,None,Cash
6015,2024-12-11,South,Karnataka,Groceries,Spices,Basic Spices,5,146,657,10,45.39,Winter,Pongal,Credit Card
6016,2024-02-25,North,Haryana,Furniture,Dining Table,Standard Dining Table,3,28741,86223,0,11656.99,Winter,None,Credit Card
6017,2024-08-27,South,Kerala,Home Appliances,Microwave Ovens,Basic Microwave Ovens,1,34393,29234.05,15,2898.08,Monsoon,None,Net Banking
6018,2024-02-24,East,Odisha,Furniture,Chair,Standard Chair,5,45593,227965,0,22291.95,Winter,None,Cash
6019,2024-05-30,Central,Chhattisgarh,Home Appliances,Washing Machines,Basic Washing Machines,4,20269,72968.4,10,7492.53,Summer,None,UPI
6020,2024-01-01,South,Tamil Nadu,Electronics,Earphones,Premium Earphones,3,63769,191307,0,44800.52,Winter,Pongal,Debit Card
6021,2024-11-12,Central,Chhattisgarh,Clothing,Women's Wear,Premium Women's Wear,4,1865,7460,0,1604.16,Festive,Diwali,Net Banking
